TimeStep,AccelerationY_1,AccelerationY_10,AccelerationY_11,AccelerationY_12,AccelerationY_13,AccelerationY_14,AccelerationY_15,AccelerationY_16,AccelerationY_17,AccelerationY_18,AccelerationY_19,AccelerationY_2,AccelerationY_20,AccelerationY_21,AccelerationY_22,AccelerationY_23,AccelerationY_3,AccelerationY_4,AccelerationY_5,AccelerationY_6,AccelerationY_7,AccelerationY_8,AccelerationY_9,PositionY_1,PositionY_10,PositionY_11,PositionY_12,PositionY_13,PositionY_14,PositionY_15,PositionY_16,PositionY_17,PositionY_18,PositionY_19,PositionY_2,PositionY_20,PositionY_21,PositionY_22,PositionY_23,PositionY_3,PositionY_4,PositionY_5,PositionY_6,PositionY_7,PositionY_8,PositionY_9,VelocityY_1,VelocityY_10,VelocityY_11,VelocityY_12,VelocityY_13,VelocityY_14,VelocityY_15,VelocityY_16,VelocityY_17,VelocityY_18,VelocityY_19,VelocityY_2,VelocityY_20,VelocityY_21,VelocityY_22,VelocityY_23,VelocityY_3,VelocityY_4,VelocityY_5,VelocityY_6,VelocityY_7,VelocityY_8,VelocityY_9
23,-1.0799999000000007,-1.07999993,-1.0800000400000003,-1.0799999800000002,-1.1096126058,-1.08174812,-1.05355906,-1.01111293,-0.9814658199999995,-0.9401834499999993,-0.8772183399999998,-1.0799999000000007,-0.7971753100000001,-0.7092097400000004,-0.6999859800000001,-0.6999859800000001,-1.08,-1.0799999000000007,-1.0799999000000007,-1.08,-1.0799999999999992,-1.0799997000000001,-1.0799999299999996,-0.47078129999999996,3.4250679,3.7250996,3.983305,4.1987896,4.3717003,4.5054414,4.6060028,4.6789437,4.729599,4.7627114,0.002554,4.7826414,4.7932873,4.7936214,4.7936214,0.47588349999999996,0.9367848,1.4142132,1.8580799,2.2997628,2.7081394,3.0846214,-14.4357109,-4.01514769,-2.68284321,-1.3515981400000001,-0.0265783258,1.26291788,2.40669537,3.40949368,4.26318264,4.982547,5.56538,-13.4830284,6.00765,6.31405926,6.3286643,6.3286643,-12.481288,-11.4523344,-10.3009129,-9.161373,-7.9081969999999995,-6.639632,-5.3397974999999995
24,-1.0799999000000007,-1.0799999199999997,-1.0799999200000001,-1.0800000499999998,-1.0800000241999999,-1.06304008,-1.03620148,-1.0059831100000003,-0.96187377,-0.9247800000000002,-0.881545,-1.079999899999999,-0.8242770000000004,-0.7556457499999993,-0.74435568,-0.74435568,-1.0799999000000007,-1.0799999000000007,-1.0799999000000007,-1.0800001000000012,-1.08,-1.08,-1.0799999200000006,-0.7293758,3.340149,3.6623859999999997,3.9427776999999997,4.1803475,4.3750325,4.5282841,4.6460614,4.7339649,4.7972279,4.8407746,-0.24016379999999998,4.86903,4.8859272,4.8866914,4.8866914,0.2498627,0.7279129,1.2245314,1.6873914,2.1499596,2.5794791999999998,2.9776249,-15.5157108,-5.09514761,-3.7628431300000003,-2.43159819,-1.10657835,0.1998778,1.37049389,2.40351057,3.30130887,4.057767,4.683835,-14.5630283,5.183373,5.55841351,5.58430862,5.58430862,-13.5612879,-12.5323343,-11.3809128,-10.2413731,-8.988197,-7.719632,-6.41979742
25,-1.0799991999999996,-1.0799999200000006,-1.07999987,-1.0799998100000003,-1.0799999200000001,-1.0744873,-1.020518811,-0.9932501299999998,-0.9620072800000004,-0.91867169,-0.87597272,-1.08,-0.8318996699999994,-0.7797595100000008,-0.7678306199999998,-0.7678306199999998,-1.0799999000000007,-1.08,-1.079999899999999,-1.079999899999999,-1.0800003,-1.080000000000001,-1.0799999199999997,-1.0059719,3.2372303,3.5816727,3.8842514,4.1439038,4.3604565,4.5341168,4.6695652,4.7729531,4.8495465,4.9042397,-0.5008812,4.941555,4.9655724,4.9669667,4.9669667,0.0058403,0.5010414,1.0168495,1.4987013999999999,1.9821567999999998,2.4328194,2.8526287,-16.59571,-6.17514753,-4.842843,-3.511598,-2.18657827,-0.8746094999999999,0.349975079,1.41026044,2.33930159,3.13909531,3.80786228,-15.6430283,4.35147333,4.7786539999999995,4.816478,4.816478,-14.6412878,-13.6123343,-12.4609127,-11.321373,-10.0681973,-8.799632,-7.49979734
26,-1.0799999999999983,-1.0799999299999996,-1.08,-1.08,-1.07999993,-1.08000001,-1.027343839,-0.981139005,-0.9529842199999998,-0.9214184300000001,-0.8808686699999999,-1.0799999000000025,-0.8352827999999999,-0.7909208699999994,-0.7788512599999997,-0.7788512599999997,-1.079999899999999,-1.079999899999999,-1.0799999000000007,-1.0799999000000007,-1.0799999000000007,-1.08,-1.0800006600000005,-1.3005676,3.1163114,3.4829579,3.807724,4.0894604,4.327879,4.5228272,4.6767178,4.7960587,4.8865071,4.9530214,-0.7795985999999999,5.0001583,5.0320339,5.0342598,5.0342598,-0.2561817,0.25616839999999996,0.7911682,1.2920114,1.7963543,2.268158,2.7096329,-17.67571,-7.25514746,-5.922843,-4.591598,-3.2665782,-1.95460951,-0.67736876,0.42912143500000005,1.38631737,2.21767688,2.9269936100000002,-16.7230282,3.5161905300000003,3.98773313,4.03762674,4.03762674,-15.7212877,-14.6923342,-13.5409126,-12.4013729,-11.1481972,-9.879632,-8.579798
27,-1.0800000000000018,-1.0800005400000003,-1.08,-1.0799999999999992,-1.0799998,-1.0800000499999998,-1.06815338,-0.986804735,-0.944560317,-0.9154692899999999,-0.8840756100000005,-1.0799998999999971,-0.8463051300000002,-0.8029787600000002,-0.7899597400000005,-0.7899597400000005,-1.0800009,-1.0799999000000007,-1.08,-1.0799999000000007,-1.079999899999999,-1.079999899999999,-1.08,-1.6131630000000001,2.9773914,3.3662434,3.7131977,4.0170174,4.2773014,4.4937344,4.6674233,4.8034213999999995,4.9082114,4.9870701,-1.0763149,5.0446568,5.0851136,5.0883885,5.0883885,-0.5362034,-0.0067043,0.5474873,1.0673214,1.5925503,2.0854969,2.5486355,-18.75571,-8.335148,-7.002843,-5.6715979999999995,-4.346578,-3.03460956,-1.74552214,-0.5576833,0.441757053,1.30220759,2.042918,-17.8030281,2.6698854,3.18475437,3.247667,3.247667,-16.8012886,-15.7723341,-14.6209126,-13.4813728,-12.2281971,-10.9596319,-9.659798
28,-1.0799999999999983,-1.08,-1.08,-1.08,-1.08,-1.08000016,-1.08000004,-1.0226579199999999,-0.9511248170000001,-0.910721541,-0.8808293699999998,-1.0799999000000007,-0.8499300500000002,-0.8146805699999997,-0.8017493899999999,-0.8017493899999999,-1.0799999000000007,-1.0800009,-1.079999899999999,-1.08,-1.0799999000000007,-1.0799999000000007,-1.079999599999999,-1.9437586,2.8204727,3.2315293,3.6006714,3.9265746999999998,4.208725,4.4466414,4.6410847,4.7949314,4.9147358,5.0064373,-1.3910312,5.0749893,5.1246147,5.1291542,5.1291542,-0.8342246999999999,-0.28757659999999996,0.28580479999999997,0.8246327,1.3707466,1.8848362,2.3696384999999998,-19.83571,-9.415148,-8.082843,-6.7515979999999995,-5.426578,-4.11460972,-2.82552218,-1.58034122,-0.5093677640000001,0.391486049,1.16208863,-18.883028,1.8199553499999999,2.3700738,2.44591761,2.44591761,-17.8812885,-16.852335,-15.7009125,-14.561372800000001,-13.308197,-12.0396318,-10.7397976
29,-0.16429000000000116,-1.0799997000000001,-1.08,-1.08,-1.08,-1.0799999200000006,-1.0799998199999998,-1.06287944,-0.9838609060000001,-0.9194921489999999,-0.8797615299999999,-1.0800000000000018,-0.8492460499999999,-0.8188964200000002,-0.80627787,-0.80627787,-1.0799999999999983,-1.0799999000000007,-1.079999899999999,-1.079999899999999,-1.0799999000000007,-1.08,-1.0799999000000007,-2.277092,2.6455536,3.0788155,3.4701443,3.8181324,4.1221485,4.3815498999999996,4.5970314,4.7700444,4.9059353,5.0111428,-1.7237486,5.0911675,5.1504669,5.1564814,5.1564814,-1.1502456,-0.5864486,0.0061226,0.5639438999999999,1.1309433,1.6661758999999998,2.1726414,-20.0,-10.4951477,-9.162843,-7.831598,-6.506578,-5.19460964,-3.905522,-2.64322066,-1.4932286700000001,-0.5280060999999999,0.2823271,-19.963028,0.9707093,1.55117738,1.63963974,1.63963974,-18.9612885,-17.9323349,-16.7809124,-15.6413727,-14.3881969,-13.1196318,-11.8197975
30,0.0,-1.079999899999999,-1.0799997000000001,-1.08,-1.08,-1.0799999299999996,-1.0800002699999998,-1.07999993,-1.02084947,-0.95060537,-0.8916538,-0.03697199999999867,-0.851944005,-0.82084568,-0.80815364,-0.80815364,-1.0387115000000016,-1.0799999000000007,-1.0799999000000007,-1.079999899999999,-1.08,-1.079999899999999,-1.0799999000000007,-2.6104259,2.4526348000000002,2.9081014,3.3216172,3.6916886,4.0175724,4.2984581,4.534977,4.7281437,4.8812923999999995,5.000988,-2.0570831,5.0931473,5.1626396,5.1703396,5.1703396,-1.4835796,-0.9033203,-0.2915586,0.2852536,0.8731403999999999,1.4295159,1.9576454,-20.0,-11.5751476,-10.2428427,-8.911598,-7.586578,-6.27460957,-4.98552227,-3.72322059,-2.51407814,-1.47861147,-0.6093267,-20.0,0.118765295,0.7303316999999999,0.8314861,0.8314861,-20.0,-19.0123348,-17.8609123,-16.7213726,-15.4681969,-14.1996317,-12.8997974
31,0.0,-1.08,-1.079999899999999,-1.08,-1.0799999999999992,-1.0799999199999997,-1.07999973,-1.0800001600000004,-1.0578377199999998,-0.98482253,-0.9219672999999999,0.0,-0.867694736,-0.8275481899999999,-0.8136319738,-0.8136319738,0.0,-0.9876651999999986,-1.0799999000000007,-1.0799999000000007,-1.079999899999999,-1.0799999000000007,-1.08,-2.9437599,2.2417164,2.7193871,3.1550904,3.5472451,3.8949948,4.1973667,4.4549237,4.6686114,4.8402348,4.9754658,-2.3904171,5.0806656,5.1610203,5.1706372,5.1706372,-1.8169136,-1.2366543,-0.6072407,-0.0114364,0.5973377,1.1748562,1.7246495,-20.0,-12.6551476,-11.3228426,-9.991598,-8.666578,-7.35460949,-6.065522,-4.80322075,-3.57191586,-2.463434,-1.531294,-20.0,-0.748929441,-0.09721649,0.0178541262,0.0178541262,-20.0,-20.0,-18.9409122,-17.8013725,-16.5481968,-15.2796316,-13.9797974
32,0.0,-1.0799999000000007,-1.0799999000000007,-1.0800000999999995,-1.08,-1.0799995100000004,-1.08,-1.0799999199999997,-1.08000014,-1.01903961,-0.9537979999999999,0.0,-0.897207079,-0.8477515550000001,-0.8306354262,-0.8306354262,0.0,0.0,-1.0590878000000004,-1.0800000000000018,-1.0799999000000007,-1.0800009,-1.079999899999999,-3.2770939,2.0127964,2.5126725,2.9705639,3.3848013999999997,3.7544174,4.0782738,4.3568714,4.5910797,4.7821942,4.9340477,-2.723751,5.0532303,5.1452714,5.1570914,5.1570914,-2.1502475,-1.5699885999999998,-0.9405745999999999,-0.3261261,0.30353359999999996,0.902195,1.4736514,-20.0,-13.7351475,-12.4028425,-11.0715981,-9.746578,-8.434609,-7.145522,-5.88322067,-4.651916,-3.48247361,-2.485092,-20.0,-1.64613652,-0.9449680450000001,-0.8127812999999999,-0.8127812999999999,-20.0,-20.0,-20.0,-18.8813725,-17.6281967,-16.3596325,-15.0597973
33,0.0,-1.0799999000000007,-1.079999899999999,-1.0799999000000007,-1.0800001000000012,-1.08,-1.08,-1.0799999299999996,-1.08,-1.0532567499999996,-0.9856285300000001,0.0,-0.9269743000000001,-0.8757289549999999,-0.85705129,-0.85705129,0.0,0.0,0.0,-1.0799998999999971,-1.0799999000000007,-1.0799999000000007,-1.0799999000000007,-3.6104286,1.7658768,2.2879582,2.7680378,3.2043591,3.5958414,3.9411814,4.2408161,4.4955483,4.7065983,4.8762014,-3.057085,5.0103455,5.1149273,5.1292614,5.1292614,-2.4835815,-1.9033221999999999,-1.2739086,-0.6588153999999999,-0.0082702,0.6115341,1.2046547,-20.0,-14.8151474,-13.4828424,-12.151598,-10.8265781,-9.514609,-8.225522,-6.9632206,-5.731916,-4.53573036,-3.47072053,-20.0,-2.57311082,-1.820697,-1.66983259,-1.66983259,-20.0,-20.0,-20.0,-19.9613724,-18.7081966,-17.4396324,-16.1397972
34,0.0,-1.079999899999999,-1.08,-1.0799999000000007,-1.08,-1.0800003,-1.08,-1.0799999200000006,-1.08,-1.0799999300000005,-1.01745915,0.0,-0.9567415700000002,-0.90370638,-0.8834720800000002,-0.8834720800000002,0.0,0.0,0.0,-0.03862760000000165,-1.0799999999999983,-1.0799999000000007,-1.0799999000000007,-3.9437618,1.5009575,2.0452442,2.5475114,3.0059166,3.4192639,3.786089,4.1067614,4.3820172,4.6130028,4.8013993,-3.3904186,4.9515152,5.0695214,5.0867062,5.0867062,-2.8169155,-2.2366562,-1.6072426,-0.9921485999999999,-0.3380737,0.30287359999999997,0.9176578999999999,-20.0,-15.8951473,-14.5628424,-13.2315979,-11.9065781,-10.5946093,-9.305522,-8.04322052,-6.811916,-5.61573029,-4.48817968,-20.0,-3.5298523900000003,-2.72440338,-2.55330467,-2.55330467,-20.0,-20.0,-20.0,-20.0,-19.7881966,-18.5196323,-17.2197971
35,0.0,-1.079999899999999,-1.0799999000000007,-1.079999899999999,-1.079999899999999,-1.0799999000000007,-1.0799999000000007,-1.0799994799999997,-1.08,-1.07999971,-1.04928971,0.0,-0.9865086099999996,-0.9316837800000002,-0.90989304,-0.90989304,0.0,0.0,0.0,0.0,-0.21180340000000086,-1.0799999999999983,-1.0799999999999983,-4.2770958,1.2180386,1.7845314,2.3089848,2.7894745,3.2246876,3.6129971,3.9547081,4.2504845,4.5014077,4.7091084,-3.7237529,4.8762414,5.0085869,5.028986,5.028986,-3.1502486,-2.5699901,-1.9405765,-1.3254833,-0.6714086,-0.0237865,0.6126614,-20.0,-16.9751472,-15.6428423,-14.3115978,-12.986578,-11.6746092,-10.3855219,-9.12322,-7.891916,-6.69573,-5.53746939,-20.0,-4.516361,-3.6560871600000002,-3.46319771,-3.46319771,-20.0,-20.0,-20.0,-20.0,-20.0,-19.5996323,-18.2997971
36,0.0,-1.0800000000000018,-1.0800009,-1.0799999000000007,-1.0799999000000007,-1.079999899999999,-1.079999899999999,-1.08,-1.08,-1.08,-1.0799999199999997,0.0,-1.0162760000000004,-0.9596612499999999,-0.9363142899999994,-0.9363142899999994,0.0,0.0,0.0,0.0,0.0,-0.4003677000000003,-1.0799999000000007,-4.6104286,0.91712,1.5058174,2.0524578,2.5550314,3.0121114,3.4219055,3.7846546,4.1009514,4.3718128,4.5988179,-4.0570869,4.7840314,4.9316578,4.9556599,4.9556599,-3.4835834,-2.9033241,-2.2739105,-1.6588173,-1.0047416,-0.3571205,0.2896652,-20.0,-18.0551472,-16.7228432,-15.3915977,-14.0665779,-12.7546091,-11.4655218,-10.20322,-8.971916,-7.77573,-6.61746931,-20.0,-5.532637,-4.61574841,-4.399512,-4.399512,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-19.379797
37,0.0,-1.0799999000000007,-1.0799999000000007,-1.08,-1.079999899999999,-1.0799999000000007,-1.0799999000000007,-1.08,-1.0800000999999995,-1.0799999999999992,-1.0799996900000002,0.0,-1.0460435199999996,-0.9876385899999995,-0.9627350000000003,-0.9627350000000003,0.0,0.0,0.0,0.0,0.0,0.0,-0.6202030000000001,-4.9437618,0.5982014,1.2091027,1.7779314,2.3025875,2.7815342,3.2128144,3.5966014,3.9334202,4.2242165,4.4705258,-4.3904199,4.674387,4.8382683,4.8662892,4.8662892,-3.8169174,-3.2366586,-2.6072445,-1.9921512,-1.3380756,-0.6904545,-0.043668599999999995,-20.0,-19.1351471,-17.8028431,-16.4715977,-15.1465778,-13.834609,-12.5455217,-11.28322,-10.0519161,-8.85573,-7.697469,-20.0,-6.57868052,-5.603387,-5.362247,-5.362247,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
38,0.0,-0.8648528999999989,-1.0799999000000007,-1.0799999000000007,-1.0800000000000018,-1.08,-1.08,-1.08,-1.0799999000000007,-1.08,-1.080001000000001,0.0,-1.0758104800000003,-1.0156160000000005,-0.98915576,-0.98915576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.2770948,0.2648678,0.8943882,1.485405,2.0321446,2.5329571,2.9857214,3.3905487,3.7478886,4.0586214,4.324234,-4.7237529,4.5468114,4.7279514,4.7604332,4.7604332,-4.1502514,-3.569992,-2.9405786,-2.3254852,-1.6714096,-1.0237886,-0.37700269999999997,-20.0,-20.0,-18.882843,-17.5515976,-16.2265778,-14.914609,-13.6255217,-12.36322,-11.131916,-9.93573,-8.777470000000001,-20.0,-7.654491,-6.619003,-6.35140276,-6.35140276,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
39,0.0,0.0,-1.0799998999999971,-1.0799999000000007,-1.0799998999999971,-1.079999899999999,-1.0799999000000007,-1.08,-1.08,-1.08,-1.0799999999999983,0.0,-1.08,-1.0435929999999995,-1.0155768399999996,-1.0155768399999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.6104278,-0.06846619999999999,0.5616741,1.1748791,1.7437014,2.2663803,2.7406292,3.1664944,3.5443572999999997,3.8750248,4.1599427,-5.057086,4.4012375,4.6002414,4.6376496,4.6376496,-4.4835844,-3.903326,-3.2739124,-2.6588186,-2.0047435,-1.3571224,-0.7103366999999999,-20.0,-20.0,-19.9628429,-18.6315975,-17.3065777,-15.9946089,-14.7055216,-13.44322,-12.211916,-11.01573,-9.85747,-20.0,-8.734491,-7.662596,-7.3669796,-7.3669796,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
40,0.0,0.0,-0.03715710000000172,-1.0799998999999971,-1.0799999000000007,-1.0800011000000005,-1.079999899999999,-1.08,-1.079999899999999,-1.08,-1.0799995000000013,0.0,-1.08,-1.0715709999999996,-1.04199791,-1.04199791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.9437608,-0.4018001,0.2283402,0.8463514,1.4372597,1.9818039,2.4775372,2.9244404,3.3228245,3.6734295,3.9776514,-5.3904186,4.2376633,4.4546714,4.4974995,4.4974995,-4.8169174,-4.23666,-3.6072464,-2.9921531,-2.3380775,-1.6904564,-1.0436706,-20.0,-20.0,-20.0,-19.7115974,-18.3865776,-17.07461,-15.7855215,-14.52322,-13.2919159,-12.09573,-10.9374695,-20.0,-9.814491,-8.734167,-8.40897751,-8.40897751,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
41,0.0,0.0,0.0,-0.2884026000000013,-1.0799999000000007,-1.0800000000000018,-1.0800009,-1.08,-1.0799999000000007,-1.08,-1.079999899999999,0.0,-1.0800001999999989,-1.08,-1.0684184900000009,-1.0684184900000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.2770939,-0.7351341,-0.1049938,0.5130177,1.1128159,1.6792278999999999,2.1964455,2.6643868,3.0832914,3.4538346,3.7773614,-5.723752,4.0560875,4.2911034,4.3395424,4.3395424,-5.1502504,-4.569993,-3.9405802999999997,-3.3254871,-2.6714115,-2.0237903,-1.3770046,-20.0,-20.0,-20.0,-20.0,-19.4665775,-18.15461,-16.8655224,-15.60322,-14.3719158,-13.17573,-12.0174694,-20.0,-10.8944912,-9.814167,-9.477396,-9.477396,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
42,0.0,0.0,0.0,0.0,-0.5334225000000004,-1.0799999999999983,-1.0799999000000007,-1.0799999999999983,-1.0799999000000007,-1.08,-1.0799999000000007,0.0,-1.0799999000000007,-1.0799999000000007,-1.079999899999999,-1.079999899999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.6104269,-1.0684686,-0.43832859999999996,0.1796837,0.7794814,1.3586502,1.8973542,2.3863335,2.8257599,3.21624,3.5590714,-6.057085,3.8565114,4.1095333,4.1635857,4.1635857,-5.4835834,-4.903326,-4.2739143,-3.6588211,-3.0047455,-2.3571243,-1.7103386,-20.0,-20.0,-20.0,-20.0,-20.0,-19.23461,-17.9455223,-16.68322,-15.4519157,-14.25573,-13.0974693,-20.0,-11.9744911,-10.8941669,-10.5573959,-10.5573959,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
43,0.0,0.0,0.0,0.0,0.0,-0.76539,-1.0799999000000007,-1.0800000000000018,-1.0799999999999983,-1.08,-1.08,0.0,-1.0799999000000007,-1.08,-1.08,-1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.9437599,-1.401802,-0.7716617,-0.1536503,0.4461479,1.0253163,1.5802614,2.0902814,2.5502281,2.9606437999999997,3.3227786999999998,-6.390418,3.638937,3.9099636,3.9696293,3.9696293,-5.8169164,-5.2366586,-4.6072473,-3.992155,-3.3380786000000002,-2.6904586,-2.0436725,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-19.0255222,-17.76322,-16.5319157,-15.33573,-14.1774693,-20.0,-13.054491,-11.9741669,-11.6373959,-11.6373959,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
44,0.0,0.0,0.0,0.0,0.0,0.0,-0.974477799999999,-1.0799999999999983,-1.0799999000000007,-1.08,-1.079999899999999,0.0,-1.08,-1.0799999000000007,-1.0799999000000007,-1.0799999000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.2770928999999995,-1.735136,-1.1049957,-0.4869842,0.112814,0.6919814,1.2469273,1.7762261,2.2566967,2.687048,3.0684872,-6.723751,3.4033614,3.6923943,3.7576733,3.7576733,-6.1502495,-5.569992,-4.9405803,-4.3254881,-3.6714134,-3.0237922,-2.3770065,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-18.84322,-17.6119156,-16.41573,-15.2574692,-20.0,-14.134491,-13.0541668,-12.7173958,-12.7173958,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0800000000000018,-1.0799999000000007,-1.0800000000000018,-1.0800008000000005,0.0,-1.079999899999999,-1.079999899999999,-1.079999899999999,-1.079999899999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.6104259,-2.06847,-1.4383297,-0.8203186,-0.22052000000000002,0.3586483,0.9135932999999999,1.4441714,1.9451657,2.3954525,2.796196,-7.0570841,3.1497879,3.4568253,3.5277176,3.5277176,-6.4835825,-5.9033251,-5.2739134,-4.6588211,-4.0047474,-3.3571262,-2.7103405,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-19.92322,-18.6919155,-17.495730000000002,-16.33747,-20.0,-15.2144909,-14.1341667,-13.7973957,-13.7973957,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0767799999999994,-1.0799999000000007,-1.0799999999999983,-1.0799990000000008,0.0,-1.0799991000000002,-1.0799999000000007,-1.0799999000000007,-1.0799999000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.9437586,-2.4018039,-1.7716636000000001,-1.1536522,-0.553854,0.025314399999999997,0.5802592999999999,1.110838,1.6156329999999999,2.0858574,2.5059052,-7.3904171,2.8782139,3.2032566,3.2797604,3.2797604,-6.8169155,-6.2366581,-5.6072464,-4.9921541,-4.3380804,-3.6904602,-3.0436744,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-19.7719154,-18.57573,-17.417469,-20.0,-16.29449,-15.2141666,-14.8773956,-14.8773956,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22808459999999897,-1.0799999999999983,-1.0799999000000007,0.0,-1.0800000000000018,-1.08,-1.08,-1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.277092,-2.7351386,-2.1049976,-1.4869861,-0.8871886,-0.3080196,0.2469254,0.777504,1.2822991,1.7582627,2.1976147,-7.7237501,2.5886383,2.9316864,3.0138035,3.0138035,-7.1502486,-6.5699911,-5.9405794,-5.3254871,-4.6714134,-4.0237941,-3.3770086,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-19.65573,-18.4974689,-20.0,-17.37449,-16.2941666,-15.9573956,-15.9573956,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34427000000000163,-1.0799999999999983,0.0,-1.0799999999999983,-1.0799999000000007,-1.079999899999999,-1.079999899999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.610425,-3.0684719,-2.4383316,-1.8203201,-1.2205219,-0.6413536,-0.0864086,0.44417,0.9489651,1.4249287,1.8713227,-8.0570831,2.2810631,2.6421166,2.729847,2.729847,-7.4835815,-6.9033241,-6.2739124,-5.6588201,-5.0047464,-4.3571272,-3.7103424,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-19.5774689,-20.0,-18.45449,-17.3741665,-17.0373955,-17.0373955,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4225311000000005,0.0,-1.0800000000000018,-1.0799998999999971,-1.0799999000000007,-1.0799999000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.943758,-3.4018059,-2.7716655,-2.1536541,-1.5538558999999998,-0.9746874999999999,-0.41974259999999997,0.11083609999999999,0.6156313999999999,1.0915947,1.5379887,-8.3904161,1.9554882,2.3345471,2.4278914,2.4278914,-7.8169145,-7.2366571,-6.6072454,-5.9921531,-5.3380794,-4.6904602,-4.0436763,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-19.53449,-18.4541664,-18.1173954,-18.1173954,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4655099999999983,-1.0799999000000007,-1.0799999000000007,-1.0799999000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.277091,-3.7351398,-3.1049986,-2.4869886,-1.8871897999999998,-1.3080215,-0.7530764999999999,-0.2224986,0.28229719999999997,0.7582614,1.2046547,-8.7237491,1.6221543,2.0089779,2.107935,2.107935,-8.1502475,-7.5699901,-6.9405786,-6.3254862,-5.6714124,-5.0237932,-4.3770094,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-19.5341663,-19.1973953,-19.1973953,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.465833700000001,-0.8026046999999998,-0.8026046999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.610424,-4.0684738,-3.4383335,-2.820322,-2.2205238,-1.6413555,-1.0864105,-0.5558318999999999,-0.0510368,0.4249268,0.8713213999999999,-9.0570821,1.2888203,1.6756438999999999,1.7746013999999999,1.7746013999999999,-8.4835806,-7.9033231,-7.2739114,-6.6588192,-6.0047455,-5.3571262,-4.7103424,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9437566,-4.4018068,-3.7716675,-3.153656,-2.5538586,-1.9746886,-1.4197445,-0.8891659,-0.38437079999999996,0.0915928,0.5379868,-9.3904152,0.9554863,1.34231,1.4412669999999999,1.4412669999999999,-8.8169136,-8.2366562,-7.6072445,-6.9921522,-6.3380786,-5.6904592,-5.0436754,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
